126;-74.0 32.553199768066406
127;-61.0 48.57939910888672
128;69.0 -36.55970001220703
129;-52.0 46.57609939575195
130;48.0 -58.595699310302734
131;49.0 61.60070037841797
132;-52.0 38.5629997253418
133;45.0 15.525400161743164
134;98.0 -2.5040900707244873
135;84.0 31.551599502563477
136;-7.0 37.5614013671875
137;-5.0 93.65299987792969
138;19.0 102.66799926757812
139;48.0 99.66280364990234
140;-20.0 90.64810180664062
141;9.0 95.65630340576172
142;24.0 92.65139770507812
143;31.0 93.65299987792969
144;-9.0 100.66400146484375
145;69.0 59.5974006652832
146;55.0 17.528600692749023
147;79.0 -30.54990005493164
148;104.0 17.528600692749023
149;87.0 49.58100128173828
150;51.0 0.5008180141448975
151;71.0 -67.6104965209961
152;14.0 9.515549659729004
153;16.0 24.54010009765625
154;43.0 -9.515549659729004
155;31.0 35.558101654052734
156;83.0 -55.59080123901367
157;61.0 63.60390090942383
158;45.0 9.515549659729004
159;86.0 -13.522100448608398
160;96.0 -95.65630340576172
161;13.0 55.59080123901367
162;-74.0 41.567901611328125
163;93.0 -35.558101654052734
164;-25.0 1.5024499893188477
165;48.0 -5.508999824523926
166;104.0 -19.53190040588379
167;-31.0 21.535200119018555
168;-110.0 45.574501037597656
169;87.0 78.62850189208984
170;-115.0 60.5989990234375
171;-113.0 32.553199768066406
172;-123.0 53.58760070800781
173;-117.0 39.56460189819336
174;26.0 54.58919906616211
175;34.0 -7.512269973754883
176;-27.0 28.546600341796875
177;39.0 -28.546600341796875
178;-11.0 22.536800384521484
179;31.0 -24.54010009765625
180;23.0 19.53190040588379
181;21.0 4.507359981536865
182;-68.0 19.53190040588379
183;-40.0 -49.58100128173828
184;-27.0 -60.5989990234375
185;-32.0 -56.592498779296875
186;-22.0 -69.61370086669922
187;-9.0 -65.6072006225586
188;-44.0 -59.5974006652832
189;-53.0 -37.5614013671875
190;-15.0 -66.60880279541016
191;-42.0 -73.62030029296875
192;-29.0 -66.60880279541016
193;-45.0 -42.56959915161133
194;-62.0 -35.558101654052734
195;-2.0 -69.61370086669922
196;-29.0 -74.62190246582031
197;-39.0 -57.59410095214844
198;-49.0 -47.577701568603516
199;-4.0 -62.602298736572266
200;-37.0 -66.60880279541016
201;-50.0 -56.592498779296875
202;-33.0 -46.57609939575195
203;-13.0 -86.6416015625
204;-13.0 -58.595699310302734
205;-60.0 -44.57279968261719
206;-27.0 -50.58259963989258
207;3.0 -78.62850189208984
208;-78.0 -37.5614013671875
209;-7.0 -73.62030029296875
210;-13.0 -74.62190246582031
211;-22.0 -54.58919906616211
212;-116.0 53.58760070800781
213;-115.0 72.61869812011719
214;-120.0 58.595699310302734
215;-117.0 65.6072006225586
216;-123.0 39.56460189819336
217;-99.0 78.62850189208984
218;-110.0 79.63009643554688
219;-107.0 64.60559844970703
220;66.0 80.63179779052734
221;-104.0 79.63009643554688
222;73.0 -80.63179779052734
223;-116.0 46.57609939575195
224;-116.0 25.54170036315918
225;77.0 -62.602298736572266
226;99.0 31.551599502563477
227;62.0 45.574501037597656
228;100.0 -80.63179779052734
229;124.0 -48.57939910888672
230;149.0 -5.508999824523926
231;103.0 -96.65789794921875
232;155.0 -1.5024499893188477
233;131.0 -1.5024499893188477
234;155.0 -12.520500183105469
235;110.0 -67.6104965209961
236;142.0 -55.59080123901367
237;114.0 -66.60880279541016
238;106.0 -76.62519836425781
239;116.0 -91.64969635009766
240;102.0 -87.64320373535156
241;120.0 -45.574501037597656
242;120.0 -72.61869812011719
243;128.0 -40.56629943847656
244;146.0 0.5008180141448975
245;124.0 -79.63009643554688
246;109.0 -95.65630340576172
247;111.0 -85.63990020751953
248;132.0 -55.59080123901367
249;115.0 -79.63009643554688
250;126.0 -60.5989990234375
251;134.0 -26.543399810791016
252;119.0 -85.63990020751953
253;148.0 28.546600341796875
254;134.0 -48.57939910888672
255;134.0 -37.5614013671875
256;151.0 35.558101654052734
257;135.0 2.5040900707244873
258;93.0 66.60880279541016
259;94.0 -16.527000427246094
260;-13.0 -11.518799781799316
261;-74.0 16.527000427246094
262;-99.0 119.69599914550781
263;-108.0 136.72300720214844
264;62.0 119.69599914550781
265;-12.0 133.71800231933594
266;-100.0 135.7220001220703
267;39.0 149.7449951171875
268;78.0 155.7550048828125
269;88.0 150.74600219726562
270;61.0 131.71499633789062
271;86.0 130.71400451660156
272;71.0 138.7270050048828
273;80.0 141.73199462890625
274;50.0 167.7740020751953
275;61.0 171.781005859375
276;60.0 160.76300048828125
277;68.0 131.71499633789062
278;59.0 151.7480010986328
279;75.0 159.76100158691406
280;77.0 128.7100067138672
281;74.0 151.7480010986328
282;62.0 139.72799682617188
283;66.0 153.75100708007812
284;68.0 125.70500183105469
285;93.0 138.7270050048828
286;89.0 143.73500061035156
287;67.0 143.73500061035156
288;-112.0 117.69200134277344
289;-94.0 136.72300720214844
290;-89.0 115.68900299072266
291;68.0 183.8000030517578
292;76.0 117.69200134277344
293;71.0 113.68599700927734
294;90.0 114.68699645996094
295;34.0 177.7899932861328
296;92.0 104.6709976196289
297;86.0 137.72500610351562
298;-85.0 106.67400360107422
299;102.0 107.6760025024414
300;97.0 114.68699645996094
301;110.0 118.69400024414062
302;100.0 129.71200561523438
303;109.0 106.67400360107422
304;112.0 113.68599700927734
305;103.0 118.69400024414062
306;-45.0 117.69200134277344
307;103.0 137.72500610351562
308;-75.0 126.70700073242188
309;-64.0 164.7689971923828
310;1.0 155.7550048828125
311;-62.0 128.7100067138672
312;14.0 182.7989959716797
313;-5.0 126.70700073242188
314;-2.0 142.73300170898438
315;-21.0 127.70899963378906
316;4.0 177.7899932861328
317;48.0 134.72000122070312
318;-2.0 4.507359981536865
319;69.0 51.58430099487305
320;38.0 22.536800384521484
321;144.0 23.53849983215332
322;135.0 -17.528600692749023
323;138.0 -10.517200469970703
324;154.0 -20.533599853515625
325;140.0 10.517200469970703
326;153.0 7.512269973754883
327;148.0 17.528600692749023
328;147.0 -27.545000076293945
329;-77.0 24.54010009765625
330;108.0 66.60880279541016
331;112.0 58.595699310302734
332;138.0 38.5629997253418
333;-8.0 78.62850189208984
334;16.0 83.63670349121094
335;136.0 72.61869812011719
336;101.0 73.62030029296875
337;-21.0 77.62680053710938
338;112.0 47.577701568603516
339;11.0 80.63179779052734
340;144.0 54.58919906616211
341;144.0 68.61209869384766
342;130.0 48.57939910888672
343;-1.0 79.63009643554688
344;102.0 85.63990020751953
345;118.0 36.55970001220703
346;142.0 47.577701568603516
347;145.0 83.63670349121094
348;132.0 57.59410095214844
349;128.0 31.551599502563477
350;122.0 79.63009643554688
351;147.0 49.58100128173828
352;124.0 24.54010009765625
353;125.0 11.518799781799316
354;136.0 31.551599502563477
355;106.0 78.62850189208984
356;123.0 67.6104965209961
357;147.0 59.5974006652832
358;122.0 53.58760070800781
359;126.0 -6.5106401443481445
360;134.0 67.6104965209961
361;117.0 53.58760070800781
362;130.0 77.62680053710938
363;53.0 -68.61209869384766
364;-121.0 33.5547981262207
365;-124.0 47.577701568603516
366;-108.0 70.61540222167969
367;-167.0 62.602298736572266
368;-166.0 93.65299987792969
369;-104.0 35.558101654052734
370;1.0 42.56959915161133
371;49.0 45.574501037597656
372;39.0 59.5974006652832
373;18.0 58.595699310302734
374;-34.0 22.536800384521484
375;-63.0 -82.63500213623047
376;-60.0 -97.65959930419922
377;-24.0 -103.66899871826172
378;-55.0 -90.64810180664062
379;-33.0 -106.67400360107422
380;-38.0 -87.64320373535156
381;-59.0 -70.61540222167969
382;-54.0 -75.62359619140625
383;-72.0 -68.61209869384766
384;-17.0 -105.6729965209961
385;-52.0 -82.63500213623047
386;20.0 -103.66899871826172
387;-65.0 -90.64810180664062
388;-64.0 -62.602298736572266
389;39.0 83.63670349121094
390;-74.0 -87.64320373535156
391;-143.0 91.64969635009766
392;-21.0 -77.62680053710938
393;-56.0 -50.58259963989258
394;-26.0 -95.65630340576172
395;-52.0 -102.66799926757812
396;-70.0 -103.66899871826172
397;-39.0 -107.6760025024414
398;-12.0 -98.66120147705078
399;8.0 -99.66280364990234
400;-71.0 -60.5989990234375
401;-74.0 -54.58919906616211
402;-43.0 -96.65789794921875
403;-46.0 -89.64649963378906
404;-47.0 -108.6780014038086
405;-34.0 -96.65789794921875
406;-14.0 -113.68599700927734
407;-7.0 -124.7040023803711
408;29.0 -101.66600036621094
409;1.0 -114.68699645996094
410;13.0 -94.65470123291016
411;192.0 -67.6104965209961
412;10.0 -105.6729965209961
413;23.0 -96.65789794921875
414;33.0 -111.68199920654297
415;9.0 -117.69200134277344
416;3.0 -107.6760025024414
417;14.0 -111.68199920654297
418;21.0 -113.68599700927734
419;-5.0 -110.68099975585938
420;-87.0 -62.602298736572266
421;-97.0 -55.59080123901367
422;-89.0 -68.61209869384766
423;-96.0 -45.574501037597656
424;-118.0 -29.54829978942871
425;-89.0 -52.585899353027344
426;-104.0 -28.546600341796875
427;-89.0 -39.56460189819336
428;-104.0 -36.55970001220703
429;-106.0 -20.533599853515625
430;-100.0 -45.574501037597656
431;-84.0 -49.58100128173828
432;-95.0 -36.55970001220703
433;-96.0 -29.54829978942871
434;-167.0 54.58919906616211
435;-149.0 100.66400146484375
436;-164.0 65.6072006225586
437;-156.0 103.66899871826172
438;-152.0 94.65470123291016
439;-161.0 75.62359619140625
440;175.0 -56.592498779296875
441;194.0 -20.533599853515625
442;-45.0 165.77099609375
443;193.0 32.553199768066406
444;157.0 27.545000076293945
445;173.0 -100.66400146484375
446;180.0 -39.56460189819336
447;169.0 -63.60390090942383
448;189.0 -45.574501037597656
449;144.0 -108.6780014038086
450;144.0 -116.69100189208984
451;137.0 -118.69400024414062
452;183.0 -15.525400161743164
453;152.0 -92.65139770507812
454;155.0 -101.66600036621094
455;172.0 -74.62190246582031
456;183.0 -33.5547981262207
457;161.0 -109.67900085449219
458;196.0 -43.57120132446289
459;182.0 -20.533599853515625
460;184.0 -3.505729913711548
461;151.0 -121.6989974975586
462;165.0 -91.64969635009766
463;167.0 -101.66600036621094
464;184.0 8.513910293579102
465;137.0 -127.70899963378906
466;196.0 -1.5024499893188477
467;165.0 -75.62359619140625
468;155.0 -116.69100189208984
469;189.0 -10.517200469970703
470;172.0 -91.64969635009766
471;172.0 -83.63670349121094
472;144.0 -125.70500183105469
473;147.0 -102.66799926757812
474;180.0 -40.56629943847656
475;152.0 -111.68199920654297
476;158.0 -91.64969635009766
477;190.0 46.57609939575195
478;193.0 26.543399810791016
479;177.0 75.62359619140625
480;191.0 42.56959915161133
481;200.0 44.57279968261719
482;188.0 77.62680053710938
483;183.0 -69.61370086669922
484;178.0 -50.58259963989258
485;179.0 58.595699310302734
486;158.0 77.62680053710938
487;-56.0 91.64969635009766
488;156.0 92.65139770507812
489;135.0 99.66280364990234
490;162.0 96.65789794921875
491;161.0 84.63829803466797
492;-81.0 92.65139770507812
493;-70.0 92.65139770507812
494;75.0 49.58100128173828
495;-71.0 25.54170036315918
496;68.0 -59.5974006652832
497;-125.0 151.7480010986328
498;-143.0 142.73300170898438
499;93.0 125.70500183105469
500;108.0 125.70500183105469
501;-54.0 230.8769989013672
502;-142.0 174.78599548339844
503;-140.0 152.75
504;-129.0 158.75900268554688
505;-150.0 138.7270050048828
506;-126.0 175.78700256347656
507;-119.0 185.8040008544922
508;-134.0 146.74000549316406
509;62.0 192.81500244140625
510;54.0 197.822998046875
511;-111.0 197.822998046875
512;8.0 226.87100219726562
513;72.0 193.81700134277344
514;-5.0 229.87600708007812
515;-116.0 177.7899932861328
516;-17.0 234.88400268554688
517;-120.0 167.7740020751953
518;39.0 204.8350067138672
519;84.0 196.82200622558594
520;-159.0 156.75599670410156
521;-127.0 188.8090057373047
522;-159.0 151.7480010986328
523;-167.0 144.73599243164062
524;-142.0 164.7689971923828
525;-150.0 151.7480010986328
526;-164.0 136.72300720214844
527;-41.0 234.88400268554688
528;-149.0 168.7760009765625
529;-158.0 139.72799682617188
530;-136.0 180.7949981689453
531;-152.0 160.76300048828125
532;-100.0 124.7040023803711
533;-97.0 108.6780014038086
534;86.0 120.6969985961914
535;-102.0 112.68399810791016
536;80.0 107.6760025024414
537;85.0 110.68099975585938
538;68.0 151.7480010986328
539;45.0 179.79400634765625
540;-90.0 126.70700073242188
541;-30.0 136.72300720214844
542;114.0 180.7949981689453
543;140.0 140.72999572753906
544;111.0 161.76400756835938
545;124.0 146.74000549316406
546;143.0 148.7429962158203
547;104.0 167.7740020751953
548;130.0 140.72999572753906
549;105.0 182.7989959716797
550;109.0 174.78599548339844
551;115.0 168.7760009765625
552;119.0 154.7530059814453
553;92.0 190.81199645996094
554;140.0 132.7169952392578
555;23.0 164.7689971923828
556;101.0 187.8070068359375
557;119.0 160.76300048828125
558;91.0 180.7949981689453
559;101.0 173.78399658203125
560;133.0 135.7220001220703
561;97.0 178.79200744628906
562;143.0 126.70700073242188
563;126.0 153.75100708007812
564;149.0 138.7270050048828
565;136.0 154.7530059814453
566;74.0 143.73500061035156
567;149.0 130.71400451660156
568;134.0 148.7429962158203
569;121.0 174.78599548339844
570;130.0 161.76400756835938
571;126.0 167.7740020751953
572;-48.0 126.70700073242188
573;43.0 199.82699584960938
574;-63.0 111.68199920654297
575;-55.0 202.83099365234375
576;-50.0 215.85299682617188
577;-74.0 150.74600219726562
578;-29.0 131.71499633789062
579;-13.0 163.76800537109375
580;-88.0 192.81500244140625
581;-78.0 198.8249969482422
582;-46.0 144.73599243164062
583;-65.0 138.7270050048828
584;-12.0 144.73599243164062
585;-42.0 197.822998046875
586;-93.0 145.73800659179688
587;-59.0 152.75
588;-60.0 37.5614013671875
589;82.0 -48.57939910888672
590;64.0 -45.574501037597656
591;95.0 13.522100448608398
592;-68.0 35.558101654052734
593;53.0 51.58430099487305
594;182.0 84.63829803466797
595;161.0 -81.6333999633789
596;189.0 18.53030014038086
597;185.0 73.62030029296875
598;161.0 -102.66799926757812
599;202.0 28.546600341796875
600;175.0 -67.6104965209961
601;201.0 20.533599853515625
602;174.0 97.65959930419922
603;-155.0 90.64810180664062
604;-160.0 80.63179779052734
605;-162.0 87.64320373535156
606;-161.0 58.595699310302734
607;-158.0 79.63009643554688
608;-168.0 69.61370086669922
609;-168.0 82.63500213623047
610;-168.0 72.61869812011719
611;-146.0 109.67900085449219
612;-151.0 107.6760025024414
613;-159.0 96.65789794921875
614;-133.0 110.68099975585938
615;-157.0 68.61209869384766
616;-69.0 47.577701568603516
617;-150.0 84.63829803466797
618;-95.0 58.595699310302734
619;-99.0 46.57609939575195
620;-80.0 71.61699676513672
621;5.0 -22.536800384521484
622;113.0 75.62359619140625
623;122.0 -28.546600341796875
624;123.0 42.56959915161133
625;110.0 -56.592498779296875
626;58.0 -4.507359981536865
627;-30.0 9.515549659729004
628;14.0 -29.54829978942871
629;-105.0 55.59080123901367
630;-100.0 69.61370086669922
631;-142.0 102.66799926757812
632;-152.0 77.62680053710938
633;-133.0 103.66899871826172
634;26.0 -43.57120132446289
635;-192.0 115.68900299072266
636;87.0 -129.71200561523438
637;-104.0 -99.66280364990234
638;-37.0 -135.7220001220703
639;-9.0 -143.73500061035156
640;-50.0 -135.7220001220703
641;-104.0 -83.63670349121094
642;-37.0 -163.76800537109375
643;-91.0 -140.72999572753906
644;-98.0 -155.7550048828125
645;-53.0 -162.76600646972656
646;-101.0 -154.7530059814453
647;-97.0 -134.72000122070312
648;-57.0 -156.75599670410156
649;-66.0 -154.7530059814453
650;-101.0 -141.73199462890625
651;-24.0 -113.68599700927734
652;-75.0 -123.7020034790039
653;-58.0 -141.73199462890625
654;-64.0 -164.7689971923828
655;-61.0 -148.7429962158203
656;-67.0 -136.72300720214844
657;-78.0 -132.7169952392578
658;-76.0 -134.72000122070312
659;-64.0 -130.71400451660156
660;-87.0 -121.6989974975586
661;-107.0 -132.7169952392578
662;-82.0 -163.76800537109375
663;232.0 -16.527000427246094
664;-74.0 -158.75900268554688
665;-115.0 -136.72300720214844
666;-74.0 -151.7480010986328
667;-88.0 -147.74099731445312
668;8.0 -145.73800659179688
669;31.0 -150.74600219726562
670;33.0 -142.73300170898438
671;-1.0 -143.73500061035156
672;24.0 -141.73199462890625
673;-55.0 -126.70700073242188
674;-44.0 -169.77699279785156
675;-39.0 -142.73300170898438
676;15.0 -151.7480010986328
677;-44.0 -156.75599670410156
678;-29.0 -144.73599243164062
679;33.0 -161.76400756835938
680;47.0 -150.74600219726562
681;-23.0 -152.75
682;41.0 -141.73199462890625
683;-47.0 -147.74099731445312
684;46.0 -133.71800231933594
685;26.0 -158.75900268554688
686;-5.0 -150.74600219726562
687;-17.0 -167.7740020751953
688;-1.0 -180.7949981689453
689;8.0 -157.75799560546875
690;-15.0 -154.7530059814453
691;-6.0 -165.77099609375
692;23.0 -172.78199768066406
693;-10.0 -162.76600646972656
694;3.0 -169.77699279785156
695;19.0 -162.76600646972656
696;32.0 -172.78199768066406
697;13.0 -175.78700256347656
698;27.0 -166.77200317382812
699;77.0 -149.7449951171875
700;183.0 -79.63009643554688
701;150.0 -42.56959915161133
702;195.0 -33.5547981262207
703;191.0 -125.70500183105469
704;231.0 39.56460189819336
705;187.0 -145.73800659179688
706;-65.0 -74.62190246582031
707;-4.0 -98.66120147705078
708;-75.0 -77.62680053710938
709;-19.0 -61.60070037841797
710;-23.0 -161.76400756835938
711;-13.0 -172.78199768066406
712;39.0 -150.74600219726562
713;68.0 -155.7550048828125
714;59.0 -148.7429962158203
715;38.0 -167.7740020751953
716;55.0 -156.75599670410156
717;76.0 -141.73199462890625
718;92.0 -138.7270050048828
719;47.0 -159.76100158691406
720;52.0 -169.77699279785156
721;64.0 -140.72999572753906
722;46.0 -170.7790069580078
723;56.0 -134.72000122070312
724;83.0 -136.72300720214844
725;14.0 -163.76800537109375
726;85.0 -145.73800659179688
727;-35.0 -150.74600219726562
728;-32.0 -159.76100158691406
729;52.0 -140.72999572753906
730;80.0 -125.70500183105469
731;42.0 -160.76300048828125
732;55.0 -127.70899963378906
733;68.0 -145.73800659179688
734;-25.0 -139.72799682617188
735;37.0 -133.71800231933594
736;-3.0 -157.75799560546875
737;13.0 -170.7790069580078
738;64.0 -133.71800231933594
739;-25.0 -171.781005859375
740;58.0 -161.76400756835938
741;-17.0 -143.73500061035156
742;73.0 -124.7040023803711
743;64.0 -124.7040023803711
744;15.0 -144.73599243164062
745;-98.0 -125.70500183105469
746;-104.0 -114.68699645996094
747;-117.0 -117.69200134277344
748;-109.0 -120.6969985961914
749;-127.0 -118.69400024414062
750;-69.0 -145.73800659179688
751;-128.0 -107.6760025024414
752;-137.0 -104.6709976196289
753;-101.0 -91.64969635009766
754;-128.0 -93.65299987792969
755;-124.0 -84.63829803466797
756;-94.0 -110.68099975585938
757;-93.0 -101.66600036621094
758;-121.0 -126.70700073242188
759;-109.0 -107.6760025024414
760;-115.0 -85.63990020751953
761;-58.0 -169.77699279785156
762;-118.0 -101.66600036621094
763;-173.0 -16.527000427246094
764;-110.0 -94.65470123291016
765;-119.0 -108.6780014038086
766;-111.0 -75.62359619140625
767;-138.0 -10.517200469970703
768;-161.0 -25.54170036315918
769;-155.0 -9.515549659729004
770;-167.0 -32.553199768066406
771;-146.0 -39.56460189819336
772;-124.0 -53.58760070800781
773;-134.0 -1.5024499893188477
774;-148.0 -85.63990020751953
775;-146.0 -24.54010009765625
776;-151.0 -30.54990005493164
777;-141.0 -70.61540222167969
778;-154.0 -68.61209869384766
779;-164.0 -7.512269973754883
780;-146.0 -5.508999824523926
781;-177.0 -32.553199768066406
782;-175.0 -25.54170036315918
783;-131.0 -61.60070037841797
784;-150.0 4.507359981536865
785;-143.0 -92.65139770507812
786;-136.0 -86.6416015625
787;-171.0 -6.5106401443481445
788;-170.0 2.5040900707244873
789;-153.0 -46.57609939575195
790;-132.0 -56.592498779296875
791;-143.0 -16.527000427246094
792;-157.0 -37.5614013671875
793;-145.0 -32.553199768066406
794;-156.0 -61.60070037841797
795;-139.0 -78.62850189208984
796;-132.0 -36.55970001220703
797;-170.0 -46.57609939575195
798;-166.0 -39.56460189819336
799;-130.0 -77.62680053710938
800;-134.0 -46.57609939575195
801;-151.0 -70.61540222167969
802;-165.0 -14.523699760437012
803;-155.0 -20.533599853515625
804;-135.0 -45.574501037597656
805;-145.0 -56.592498779296875
806;-131.0 -69.61370086669922
807;-153.0 -1.5024499893188477
808;-152.0 -78.62850189208984
809;-135.0 -21.535200119018555
810;-122.0 -70.61540222167969
811;-141.0 -60.5989990234375
812;-161.0 0.5008180141448975
813;-137.0 -33.5547981262207
814;-121.0 -62.602298736572266
815;-164.0 7.512269973754883
816;-127.0 -43.57120132446289
817;-146.0 -50.58259963989258
818;-162.0 -48.57939910888672
819;-165.0 -58.595699310302734
820;-114.0 -146.74000549316406
821;-119.0 -94.65470123291016
822;-160.0 14.523699760437012
823;-153.0 12.520500183105469
824;-101.0 -102.66799926757812
825;-30.0 127.70899963378906
826;-94.0 205.83599853515625
827;12.0 213.8489990234375
828;-31.0 182.7989959716797
829;-24.0 214.8509979248047
830;-101.0 182.7989959716797
831;-41.0 214.8509979248047
832;-115.0 158.75900268554688
833;3.0 160.76300048828125
834;-87.0 211.8459930419922
835;180.0 99.66280364990234
836;186.0 93.65299987792969
837;195.0 63.60390090942383
838;200.0 36.55970001220703
839;197.0 54.58919906616211
840;187.0 65.6072006225586
841;224.0 -53.58760070800781
842;224.0 -69.61370086669922
843;210.0 -90.64810180664062
844;199.0 -112.68399810791016
845;179.0 -147.74099731445312
846;189.0 -132.7169952392578
847;196.0 -124.7040023803711
848;224.0 -62.602298736572266
849;195.0 72.61869812011719
850;221.0 -93.65299987792969
851;182.0 -140.72999572753906
852;218.0 -82.63500213623047
853;211.0 94.65470123291016
854;222.0 79.63009643554688
855;195.0 114.68699645996094
856;220.0 51.58430099487305
857;-121.0 136.72300720214844
858;-129.0 128.7100067138672
859;-178.0 175.78700256347656
860;-186.0 174.78599548339844
861;-169.0 184.802001953125
862;-164.0 202.83099365234375
863;-188.0 165.77099609375
864;-177.0 183.8000030517578
865;-190.0 180.7949981689453
866;-197.0 168.7760009765625
867;-197.0 158.75900268554688
868;-178.0 191.81300354003906
869;-194.0 173.78399658203125
870;-174.0 200.8280029296875
871;-158.0 211.8459930419922
872;-168.0 199.82699584960938
873;-155.0 205.83599853515625
874;-181.0 192.81500244140625
875;-144.0 222.86399841308594
876;-202.0 161.76400756835938
877;40.0 249.9080047607422
878;-100.0 243.8990020751953
879;-34.0 262.92999267578125
880;-124.0 226.87100219726562
881;-142.0 214.8509979248047
882;11.0 257.9209899902344
883;-107.0 238.88999938964844
884;-135.0 226.87100219726562
885;31.0 246.9029998779297
886;-114.0 129.71200561523438
887;-35.0 226.87100219726562
888;-62.0 206.83799743652344
889;65.0 211.8459930419922
890;37.0 223.86599731445312
891;18.0 229.87600708007812
892;19.0 221.86300659179688
893;49.0 216.85400390625
894;6.0 192.81500244140625
895;22.0 151.7480010986328
896;-83.0 184.802001953125
897;-109.0 185.8040008544922
898;-107.0 172.78199768066406
899;124.0 202.83099365234375
900;110.0 214.8509979248047
901;68.0 238.88999938964844
902;82.0 229.87600708007812
903;134.0 194.8179931640625
904;158.0 172.78199768066406
905;140.0 198.8249969482422
906;177.0 156.75599670410156
907;173.0 149.7449951171875
908;-58.0 119.69599914550781
909;31.0 122.69999694824219
910;-78.0 129.71200561523438
911;18.0 165.77099609375
912;-34.0 110.68099975585938
913;28.0 118.69400024414062
914;48.0 118.69400024414062
915;107.0 223.86599731445312
916;96.0 221.86300659179688
917;102.0 216.85400390625
918;133.0 202.83099365234375
919;117.0 214.8509979248047
920;74.0 233.8820037841797
921;162.0 164.7689971923828
922;92.0 227.8719940185547
923;149.0 178.79200744628906
924;142.0 188.8090057373047
925;119.0 206.83799743652344
926;86.0 222.86399841308594
927;181.0 148.7429962158203
928;152.0 184.802001953125
929;169.0 159.76100158691406
930;148.0 191.81300354003906
931;165.0 172.78199768066406
932;170.0 165.77099609375
933;160.0 183.8000030517578
934;125.0 209.84300231933594
935;3.0 131.71499633789062
936;27.0 129.71200561523438
937;-25.0 157.75799560546875
